价格：¥5999.00   型号：ThinkPad轻薄便携系列X250(20CLA144CD) 12.5英寸超极本（i5-5200U 4G 500GB Win7HB 6芯电池）   商品链接：http://item.jd.com/1552962.html   评论数：148
价格：¥3299.00   型号：宏碁（acer）E5-471G 14英寸笔记本（i5-5200U 4G 500G GeForce 820M 2G独显 win8.1）黑色   商品链接：http://item.jd.com/1506413.html   评论数：465
价格：¥5799.00   型号：神舟（HASEE）战神K660E-i7D4 15.6英寸游戏本(i7-4710MQ 8G 120G SSD 1TB GTX860M 2G显存 背光 1080P)铁灰   商品链接：http://item.jd.com/1205246.html   评论数：1845
价格：¥3999.00   型号：联想（Lenovo）小新出色版I2000 14英寸笔记本电脑（i7-5500U 4G 8G SSHD+500G HD5500核显 Win8.1）夏日橙   商品链接：http://item.jd.com/1579671.html   评论数：325
价格：¥4999.00   型号：ThinkPad轻薄便携系列X250(20CLA10ACD) 12.5英寸超极本（i3-4030U 4G 500GB Win7HB 6芯电池）   商品链接：http://item.jd.com/1552972.html   评论数：161
价格：¥2888.00   型号：联想（Lenovo）G40-70M 14.0英寸笔记本电脑（i3-4005U 4G 500G GT820M 2G独显 DVD刻录 Win8.1）金属黑   商品链接：http://item.jd.com/1448380.html   评论数：377
价格：¥7199.00   型号：机械革命(MECHREVO)MR X6S 15.6英寸游戏本(I7-4710MQ 8G (128G*2)SSD+1T GTX960M 2G独显 IPS屏 Win7)黑色   商品链接：http://item.jd.com/1513273.html   评论数：457
价格：¥3839.00   型号：华硕（ASUS）R556LJ 15.6英寸笔记本电脑（i5-5200U 8G 7200转500GB GT920M 2G独显 D刻 蓝牙 Win8.1 黑色）   商品链接：http://item.jd.com/1569843.html   评论数：308
价格：¥3999.00   型号：惠普（HP）经典传奇系列HP15-r238TX 15.6英寸超薄笔记本（i5-5200U 8G 500G GT820M 独显 蓝牙 win8.1）   商品链接：http://item.jd.com/1483689.html   评论数：208
价格：¥3699.00   型号：华硕（ASUS）R556LD 15.6英寸笔记本电脑（i5-4210U 4G 500GB GT820M 2G独显 D刻 蓝牙 Win8.1 黑色）   商品链接：http://item.jd.com/1359405.html   评论数：3918
价格：¥4999.00   型号：ThinkPad 便携性能商务系列X240(AMA449CD) 12.5英寸笔记本电脑（i3-4030U 4G 500G WIN7）   商品链接：http://item.jd.com/1297365.html   评论数：656
价格：¥7399.00   型号：微星（msi）GE70 2QE-802XCN 17.3英寸游戏笔记本电脑 (i7-4720HQ 8G 1T GTX960M GDDR5 2G 多彩背光) 黑色   商品链接：http://item.jd.com/1387512.html   评论数：239
价格：¥3499.00   型号：宏碁（acer）E5-471G-51SP 14英寸超薄本（i5-5200U 4G 500G GeForce 840M 2G独显 win8.1）黑色   商品链接：http://item.jd.com/1316934.html   评论数：1578
价格：¥14999.00   型号：外星人（Alienware）ALW15ER-2718S 15.6英寸游戏本 （i7-4720HQ 16G 128GB SSD+1TB  3G独显 WIN8.1）银   商品链接：http://item.jd.com/1595968.html   评论数：59
